Fire Name,Fire_ID,Fire_SegID,Database,State,UTM_Zone,UTM_X,UTM_Y,Year,GaugeDist_m,StormDur_H,StormAccum_mm,StormAvgI_mm/h,Peak_I15_mm/h,Peak_I30_mm/h,Peak_I60_mm/h,ContributingArea_km2,PropHM23,dNBR/1000,KF,Acc015_mm,Acc030_mm,Acc060_mm,Response
Schultz,scz,scz_2053,Test,AZ,12,444671.2944,3906765.072,2010,618.034258,0.75,41,54.6666667,112,70,NaN,0.3318783,0.783512878,0.642082031,0,28,35,NaN,1
Schultz,scz,scz_2053,Test,AZ,12,444671.2944,3906765.072,2010,618.034258,0.73,13,17.7353342,36,22,NaN,0.3318783,0.783512878,0.642082031,0,9,11,NaN,0
Schultz,scz,scz_2053,Test,AZ,12,444671.2944,3906765.072,2010,618.034258,2.8,14,5,12,10,7,0.3318783,0.783512878,0.642082031,0,3,5,7,0
Schultz,scz,scz_2053,Test,AZ,12,444671.2944,3906765.072,2010,618.034258,3.05,16,5.24590164,12,8,8,0.3318783,0.783512878,0.642082031,0,3,4,8,0
Schultz,scz,scz_2053,Test,AZ,12,444671.2944,3906765.072,2010,618.034258,0.78,27,34.4827586,64,36,NaN,0.3318783,0.783512878,0.642082031,0,16,18,NaN,1
Schultz,scz,scz_2069,Test,AZ,12,444666.2944,3907165.072,2010,951.120702,0.75,41,54.6666667,112,70,NaN,0.7930182,0.834154434,NaN,0,28,35,NaN,1
Schultz,scz,scz_2069,Test,AZ,12,444666.2944,3907165.072,2010,951.120702,0.73,13,17.7353342,36,22,NaN,0.7930182,0.834154434,NaN,0,9,11,NaN,0
Schultz,scz,scz_2069,Test,AZ,12,444666.2944,3907165.072,2010,951.120702,2.8,14,5,12,10,7,0.7930182,0.834154434,NaN,0,3,5,7,0
Schultz,scz,scz_2069,Test,AZ,12,444666.2944,3907165.072,2010,951.120702,3.05,16,5.24590164,12,8,8,0.7930182,0.834154434,NaN,0,3,4,8,0
Schultz,scz,scz_2069,Test,AZ,12,444666.2944,3907165.072,2010,951.120702,0.78,27,34.4827586,64,36,NaN,0.7930182,0.834154434,NaN,0,16,18,NaN,1
Schultz,scz,scz_2097,Test,AZ,12,442778.7944,3906597.572,2010,2822.74,0.75,41,54.6666667,112,70,NaN,1.0746471,0.596927948,0.194982773,0,28,35,NaN,1
Schultz,scz,scz_2097,Test,AZ,12,442778.7944,3906597.572,2010,2822.74,0.73,13,17.7353342,36,22,NaN,1.0746471,0.596927948,0.194982773,0,9,11,NaN,0
Schultz,scz,scz_2097,Test,AZ,12,442778.7944,3906597.572,2010,2822.74,2.8,14,5,12,10,7,1.0746471,0.596927948,0.194982773,0,3,5,7,0
Schultz,scz,scz_2097,Test,AZ,12,442778.7944,3906597.572,2010,2822.74,3.05,16,5.24590164,12,8,8,1.0746471,0.596927948,0.194982773,0,3,4,8,0
Schultz,scz,scz_2097,Test,AZ,12,442778.7944,3906597.572,2010,2822.74,0.78,27,34.4827586,64,36,NaN,1.0746471,0.596927948,0.194982773,0,16,18,NaN,1
Schultz,scz,scz_2211,Test,AZ,12,444833.7944,3906087.572,2010,459.789476,0.75,41,54.6666667,112,70,NaN,0.3724,0.772447281,NaN,0.3465,28,35,NaN,1
Schultz,scz,scz_2211,Test,AZ,12,444833.7944,3906087.572,2010,459.789476,0.73,13,17.7353342,36,22,NaN,0.3724,0.772447281,NaN,0.3465,9,11,NaN,0
Schultz,scz,scz_2211,Test,AZ,12,444833.7944,3906087.572,2010,459.789476,2.8,14,5,12,10,7,0.3724,0.772447281,NaN,0.3465,3,5,7,0
Schultz,scz,scz_2211,Test,AZ,12,444833.7944,3906087.572,2010,459.789476,3.05,16,5.24590164,12,8,8,0.3724,0.772447281,NaN,0.3465,3,4,8,0
Schultz,scz,scz_2211,Test,AZ,12,444833.7944,3906087.572,2010,459.789476,0.78,27,34.4827586,64,36,NaN,0.3724,0.772447281,NaN,0.3465,16,18,NaN,1
Schultz,scz,scz_2290,Test,AZ,12,443716.2944,3905820.072,2010,1766.45,0.75,41,54.6666667,112,70,NaN,0.206808,0.628360062,NaN,0.33,28,35,NaN,1
Schultz,scz,scz_2290,Test,AZ,12,443716.2944,3905820.072,2010,1766.45,0.73,13,17.7353342,36,22,NaN,0.206808,0.628360062,NaN,0.33,9,11,NaN,0
Schultz,scz,scz_2290,Test,AZ,12,443716.2944,3905820.072,2010,1766.45,2.8,14,5,12,10,7,0.206808,0.628360062,NaN,0.33,3,5,7,0
Schultz,scz,scz_2290,Test,AZ,12,443716.2944,3905820.072,2010,1766.45,3.05,16,5.24590164,12,8,8,0.206808,0.628360062,NaN,0.33,3,4,8,0
Schultz,scz,scz_2290,Test,AZ,12,443716.2944,3905820.072,2010,1766.45,0.78,27,34.4827586,64,36,NaN,0.206808,0.628360062,NaN,0.33,16,18,NaN,1
Schultz,scz,scz_2351,Test,AZ,12,444478.7944,3905612.572,2010,1207.47,0.75,41,54.6666667,112,70,NaN,0.1264842,0.652231598,0.087698685,0.33,28,35,NaN,0
Schultz,scz,scz_2351,Test,AZ,12,444478.7944,3905612.572,2010,1207.47,0.73,13,17.7353342,36,22,NaN,0.1264842,0.652231598,0.087698685,0.33,9,11,NaN,0
Schultz,scz,scz_2351,Test,AZ,12,444478.7944,3905612.572,2010,1207.47,2.8,14,5,12,10,7,0.1264842,0.652231598,0.087698685,0.33,3,5,7,0
Schultz,scz,scz_2351,Test,AZ,12,444478.7944,3905612.572,2010,1207.47,3.05,16,5.24590164,12,8,8,0.1264842,0.652231598,0.087698685,0.33,3,4,8,0
Schultz,scz,scz_2351,Test,AZ,12,444478.7944,3905612.572,2010,1207.47,0.78,27,34.4827586,64,36,NaN,0.1264842,0.652231598,0.087698685,0.33,16,18,NaN,0
Schultz,scz,scz_2356,Test,AZ,12,444168.7944,3905562.572,2010,1506.53,0.75,41,54.6666667,112,70,NaN,0.1565158,0.677025833,NaN,0.3300001,28,35,NaN,1
Schultz,scz,scz_2356,Test,AZ,12,444168.7944,3905562.572,2010,1506.53,0.73,13,17.7353342,36,22,NaN,0.1565158,0.677025833,NaN,0.3300001,9,11,NaN,0
Schultz,scz,scz_2356,Test,AZ,12,444168.7944,3905562.572,2010,1506.53,2.8,14,5,12,10,7,0.1565158,0.677025833,NaN,0.3300001,3,5,7,0
Schultz,scz,scz_2356,Test,AZ,12,444168.7944,3905562.572,2010,1506.53,3.05,16,5.24590164,12,8,8,0.1565158,0.677025833,NaN,0.3300001,3,4,8,0
Schultz,scz,scz_2356,Test,AZ,12,444168.7944,3905562.572,2010,1506.53,0.78,27,34.4827586,64,36,NaN,0.1565158,0.677025833,NaN,0.3300001,16,18,NaN,1
Schultz,scz,scz_2387,Test,AZ,12,443211.2944,3905480.072,2010,2542.68,0.75,41,54.6666667,112,70,NaN,0.6016667,0.178824005,NaN,0.33,28,35,NaN,0
Schultz,scz,scz_2387,Test,AZ,12,443211.2944,3905480.072,2010,2542.68,0.73,13,17.7353342,36,22,NaN,0.6016667,0.178824005,NaN,0.33,9,11,NaN,0
Schultz,scz,scz_2387,Test,AZ,12,443211.2944,3905480.072,2010,2542.68,2.8,14,5,12,10,7,0.6016667,0.178824005,NaN,0.33,3,5,7,0
Schultz,scz,scz_2387,Test,AZ,12,443211.2944,3905480.072,2010,2542.68,3.05,16,5.24590164,12,8,8,0.6016667,0.178824005,NaN,0.33,3,4,8,0
Schultz,scz,scz_2387,Test,AZ,12,443211.2944,3905480.072,2010,2542.68,0.78,27,34.4827586,64,36,NaN,0.6016667,0.178824005,NaN,0.33,16,18,NaN,1
Schultz,scz,scz_747,Test,AZ,12,447898.7944,3912282.572,2010,2910.85,0.87,37,42.6758939,72,60,NaN,3.6144681,0.106102438,NaN,0.3300771,18,30,NaN,1
Schultz,scz,scz_747,Test,AZ,12,447898.7944,3912282.572,2010,2910.85,0.45,7,15.5555556,16,NaN,NaN,3.6144681,0.106102438,NaN,0.3300771,4,NaN,NaN,0
Schultz,scz,scz_747,Test,AZ,12,447898.7944,3912282.572,2010,2910.85,3.52,15,4.26499858,16,14,9,3.6144681,0.106102438,NaN,0.3300771,4,7,9,0
Schultz,scz,scz_747,Test,AZ,12,447898.7944,3912282.572,2010,2910.85,2.43,20,8.22030415,24,20,11,3.6144681,0.106102438,NaN,0.3300771,6,10,11,0
Schultz,scz,scz_747,Test,AZ,12,447898.7944,3912282.572,2010,2910.85,0.58,9,15.4373928,24,14,NaN,3.6144681,0.106102438,NaN,0.3300771,6,7,NaN,0
Schultz,scz,scz_792,Test,AZ,12,447471.2944,3911895.072,2010,2238.05,0.87,37,42.6758939,72,60,NaN,3.2398422,0.009599567,NaN,0.337403,18,30,NaN,1
Schultz,scz,scz_792,Test,AZ,12,447471.2944,3911895.072,2010,2238.05,0.45,7,15.5555556,16,NaN,NaN,3.2398422,0.009599567,NaN,0.337403,4,NaN,NaN,0
Schultz,scz,scz_792,Test,AZ,12,447471.2944,3911895.072,2010,2238.05,3.52,15,4.26499858,16,14,9,3.2398422,0.009599567,NaN,0.337403,4,7,9,0
Schultz,scz,scz_792,Test,AZ,12,447471.2944,3911895.072,2010,2238.05,2.43,20,8.22030415,24,20,11,3.2398422,0.009599567,NaN,0.337403,6,10,11,0
Schultz,scz,scz_792,Test,AZ,12,447471.2944,3911895.072,2010,2238.05,0.58,9,15.4373928,24,14,NaN,3.2398422,0.009599567,NaN,0.337403,6,7,NaN,0
Sesnon,ses,ses_1506,Training,CA,11,350997.1657,3796198.168,2008,3726.15,0,0,0,NaN,NaN,NaN,7.4398265,0.097437744,0.379426575,0.1200004,NaN,NaN,NaN,0
Sesnon,ses,ses_1506,Training,CA,11,350997.1657,3796198.168,2008,3726.15,0,0,0,NaN,NaN,NaN,7.4398265,0.097437744,0.379426575,0.1200004,NaN,NaN,NaN,0
Sesnon,ses,ses_1608,Training,CA,11,351512.1657,3796003.168,2008,3932.15,0,0,0,NaN,NaN,NaN,3.3742199,0.085173082,0.40518042,0.1200002,NaN,NaN,NaN,0
Sesnon,ses,ses_930,Training,CA,11,352162.1657,3797563.168,2008,2181.73,0,0,0,NaN,NaN,NaN,0.0467286,0.002302267,0.42543869,0.12,NaN,NaN,NaN,0
Station,stn,stn_10015,Training,CA,11,396422.7683,3798927.871,2009,623.202565,9.933,22,2.21,11.2,9.2,7.2,0.0341421,0.709199371,0.256208191,0.24,2.8,4.6,7.2,0
Station,stn,stn_10017,Training,CA,11,396462.7683,3799035.371,2009,581.430338,9.933,22,2.21,11.2,9.2,7.2,0.3716773,0.590495796,0.261222199,0.1699257,2.8,4.6,7.2,0
Station,stn,stn_10061,Training,CA,11,396392.7683,3798805.371,2009,503.421589,9.933,22,2.21,11.2,9.2,7.2,3.6900454,0.423029175,0.222962524,0.2318898,2.8,4.6,7.2,0
Station,stn,stn_10239,Training,CA,11,396230.2683,3798707.871,2009,455.439921,9.933,22,2.21,11.2,9.2,7.2,0.0291632,0.566194763,0.205984985,0.24,2.8,4.6,7.2,0
Station,stn,stn_10254,Training,CA,11,396490.2683,3798647.871,2009,218.021693,9.933,22,2.21,11.2,9.2,7.2,0.0309353,0.238090038,0.271593353,0.2399999,2.8,4.6,7.2,0
Station,stn,stn_10277,Training,CA,11,396186.5183,3798661.621,2009,485.286332,9.933,22,2.21,11.2,9.2,7.2,0.031025,0.433811264,0.232115814,0.24,2.8,4.6,7.2,0
Station,stn,stn_10291,Training,CA,11,396682.7683,3798655.371,2009,122.158899,27.983,69.6,2.49,23.2,20.8,19,0.3484572,0.47471714,0.243100235,0.1654899,5.8,10.4,19,0
Station,stn,stn_10291,Training,CA,11,396682.7683,3798655.371,2009,122.158899,6.083,19.2,3.16,10.4,8.8,8.6,0.3484572,0.47471714,0.243100235,0.1654899,2.6,4.4,8.6,0
Station,stn,stn_10291,Training,CA,11,396682.7683,3798655.371,2009,199.653696,9.933,22,2.21,11.2,9.2,7.2,0.3484572,0.47471714,0.243100235,0.1654899,2.8,4.6,7.2,0
Station,stn,stn_10417,Training,CA,11,396232.7683,3798545.371,2009,578.022843,9.933,22,2.21,11.2,9.2,7.2,0.0298476,0.529922104,0.250732681,0.2399999,2.8,4.6,7.2,0
Station,stn,stn_10562,Training,CA,11,396075.2683,3798365.371,2009,580.905713,9.933,22,2.21,11.2,9.2,7.2,0.0469105,0.678598099,0.219746491,0.24,2.8,4.6,7.2,0
Station,stn,stn_10707,Training,CA,11,396217.7683,3798170.371,2009,705.197255,9.933,22,2.21,11.2,9.2,7.2,0.3126,0.42501194,0.274073059,0.228868,2.8,4.6,7.2,0
Station,stn,stn_10725,Training,CA,11,396772.7683,3798165.371,2009,505.286275,9.933,22,2.21,11.2,9.2,7.2,0.1193429,0.509309464,0.215175736,0.2100161,2.8,4.6,7.2,0
Station,stn,stn_10725,Training,CA,11,396772.7683,3798165.371,2009,505.286275,27.983,69.6,2.49,23.2,20.8,19,0.1193429,0.509309464,0.215175736,0.2100161,5.8,10.4,19,0
Station,stn,stn_10725,Training,CA,11,396772.7683,3798165.371,2009,505.286275,6.083,19.2,3.16,10.4,8.8,8.6,0.1193429,0.509309464,0.215175736,0.2100161,2.6,4.4,8.6,0
Station,stn,stn_10725,Training,CA,11,396772.7683,3798165.371,2009,505.286275,43.733,85.6,1.96,16,15.2,13.2,0.1193429,0.509309464,0.215175736,0.2100161,4,7.6,13.2,0
Station,stn,stn_11008,Training,CA,11,395410.2683,3797977.871,2009,1656.01,9.933,22,2.21,11.2,9.2,7.2,0.0395474,0.277914829,0.226443024,0.24,2.8,4.6,7.2,0
Station,stn,stn_11039,Training,CA,11,395962.7683,3797955.371,2009,1116.15,9.933,22,2.21,11.2,9.2,7.2,0.0774429,0.544564629,0.430875977,0.2400001,2.8,4.6,7.2,0
Station,stn,stn_11167,Training,CA,11,395812.7683,3797765.371,2009,1403.99,9.933,22,2.21,11.2,9.2,7.2,0.0294,0.813339691,0.418480682,0.24,2.8,4.6,7.2,0
Station,stn,stn_11278,Training,CA,11,398447.7683,3797670.371,2009,2388.57,9.933,22,2.21,11.2,9.2,7.2,0.489525,0.150495148,0.111505562,0.15,2.8,4.6,7.2,0
Station,stn,stn_11278,Training,CA,11,398447.7683,3797670.371,2009,2388.57,27.983,69.6,2.49,23.2,20.8,19,0.489525,0.150495148,0.111505562,0.15,5.8,10.4,19,0
Station,stn,stn_11278,Training,CA,11,398447.7683,3797670.371,2009,2388.57,6.083,19.2,3.16,10.4,8.8,8.6,0.489525,0.150495148,0.111505562,0.15,2.6,4.4,8.6,0
Station,stn,stn_11278,Training,CA,11,398447.7683,3797670.371,2009,2388.57,43.733,85.6,1.96,16,15.2,13.2,0.489525,0.150495148,0.111505562,0.15,4,7.6,13.2,0
Station,stn,stn_11395,Training,CA,11,398832.7683,3797790.371,2009,2801.48,9.933,22,2.21,11.2,9.2,7.2,0.0869348,0.177650414,0.174791397,0.15,2.8,4.6,7.2,0
Station,stn,stn_11395,Training,CA,11,398832.7683,3797790.371,2009,2801.48,27.983,69.6,2.49,23.2,20.8,19,0.0869348,0.177650414,0.174791397,0.15,5.8,10.4,19,0
Station,stn,stn_11395,Training,CA,11,398832.7683,3797790.371,2009,2801.48,6.083,19.2,3.16,10.4,8.8,8.6,0.0869348,0.177650414,0.174791397,0.15,2.6,4.4,8.6,0
Station,stn,stn_11395,Training,CA,11,398832.7683,3797790.371,2009,2801.48,43.733,85.6,1.96,16,15.2,13.2,0.0869348,0.177650414,0.174791397,0.15,4,7.6,13.2,0
Station,stn,stn_11398,Training,CA,11,398972.7683,3797695.371,2009,2971.98,27.983,69.6,2.49,23.2,20.8,19,0.2542273,0.069899225,0.124577499,0.1499999,5.8,10.4,19,0
Station,stn,stn_11398,Training,CA,11,398972.7683,3797695.371,2009,2971.98,6.083,19.2,3.16,10.4,8.8,8.6,0.2542273,0.069899225,0.124577499,0.1499999,2.6,4.4,8.6,0
Station,stn,stn_11398,Training,CA,11,398972.7683,3797695.371,2009,2973.67,9.933,22,2.21,11.2,9.2,7.2,0.2542273,0.069899225,0.124577499,0.1499999,2.8,4.6,7.2,0
Station,stn,stn_11460,Training,CA,11,398772.7683,3797735.371,2009,2744.31,9.933,22,2.21,11.2,9.2,7.2,0.5984048,0.055842156,0.007158207,0.1500001,2.8,4.6,7.2,0
Station,stn,stn_11460,Training,CA,11,398772.7683,3797735.371,2009,2744.31,27.983,69.6,2.49,23.2,20.8,19,0.5984048,0.055842156,0.007158207,0.1500001,5.8,10.4,19,0
Station,stn,stn_11460,Training,CA,11,398772.7683,3797735.371,2009,2744.31,6.083,19.2,3.16,10.4,8.8,8.6,0.5984048,0.055842156,0.007158207,0.1500001,2.6,4.4,8.6,0
Station,stn,stn_11460,Training,CA,11,398772.7683,3797735.371,2009,2744.31,43.733,85.6,1.96,16,15.2,13.2,0.5984048,0.055842156,0.007158207,0.1500001,4,7.6,13.2,0
Station,stn,stn_11476,Training,CA,11,397900.2683,3797587.871,2009,1849.25,9.933,22,2.21,11.2,9.2,7.2,0.6301954,0.191143608,0.160445908,0.15,2.8,4.6,7.2,0
Station,stn,stn_11476,Training,CA,11,397900.2683,3797587.871,2009,1849.25,27.983,69.6,2.49,23.2,20.8,19,0.6301954,0.191143608,0.160445908,0.15,5.8,10.4,19,0
Station,stn,stn_11476,Training,CA,11,397900.2683,3797587.871,2009,1849.25,6.083,19.2,3.16,10.4,8.8,8.6,0.6301954,0.191143608,0.160445908,0.15,2.6,4.4,8.6,0
Station,stn,stn_11476,Training,CA,11,397900.2683,3797587.871,2009,1849.25,43.733,85.6,1.96,16,15.2,13.2,0.6301954,0.191143608,0.160445908,0.15,4,7.6,13.2,0
Station,stn,stn_11526,Training,CA,11,397272.7683,3797625.371,2009,1448.15,27.983,69.6,2.49,23.2,20.8,19,0.0747429,0.308686066,0.217683075,0.1571436,5.8,10.4,19,0
Station,stn,stn_11526,Training,CA,11,397272.7683,3797625.371,2009,1448.15,6.083,19.2,3.16,10.4,8.8,8.6,0.0747429,0.308686066,0.217683075,0.1571436,2.6,4.4,8.6,0
Station,stn,stn_11526,Training,CA,11,397272.7683,3797625.371,2009,1448.15,43.733,85.6,1.96,16,15.2,13.2,0.0747429,0.308686066,0.217683075,0.1571436,4,7.6,13.2,0
Station,stn,stn_11761,Training,CA,11,384495.2683,3797152.871,2009,3728.14,54.717,93,1.7,18.4,14,10.2,0.16548,0.455157585,0.155421295,0.24,4.6,7,10.2,1
Station,stn,stn_11761,Training,CA,11,384495.2683,3797152.871,2009,3728.14,0,0,0,NaN,NaN,NaN,0.16548,0.455157585,0.155421295,0.24,NaN,NaN,NaN,0
Station,stn,stn_1179,Training,CA,11,399522.7683,3809075.371,2009,3976.32,55.8,29,0.52,8,6.8,5.6,0.8910556,0.379102058,0.193886093,0.1500001,2,3.4,5.6,0
Station,stn,stn_1179,Training,CA,11,399522.7683,3809075.371,2009,3976.32,0,0,0,NaN,NaN,NaN,0.8910556,0.379102058,0.193886093,0.1500001,NaN,NaN,NaN,0
Station,stn,stn_1180,Training,CA,11,399677.7683,3809095.371,2009,3927.8,55.8,29,0.52,8,6.8,5.6,0.8737044,0.385669441,0.193966034,0.1500001,2,3.4,5.6,0
Station,stn,stn_1180,Training,CA,11,399677.7683,3809095.371,2009,3927.8,0,0,0,NaN,NaN,NaN,0.8737044,0.385669441,0.193966034,0.1500001,NaN,NaN,NaN,0
Station,stn,stn_11836,Training,CA,11,399317.7683,3797100.371,2009,3655.42,27.983,69.6,2.49,23.2,20.8,19,2.1486819,0.057058282,0.071743668,0.1499998,5.8,10.4,19,0
Station,stn,stn_11836,Training,CA,11,399317.7683,3797100.371,2009,3655.42,6.083,19.2,3.16,10.4,8.8,8.6,2.1486819,0.057058282,0.071743668,0.1499998,2.6,4.4,8.6,0
Station,stn,stn_11836,Training,CA,11,399317.7683,3797100.371,2009,3655.42,43.733,85.6,1.96,16,15.2,13.2,2.1486819,0.057058282,0.071743668,0.1499998,4,7.6,13.2,0
Station,stn,stn_11837,Training,CA,11,399352.7683,3797275.371,2009,3586.7,27.983,69.6,2.49,23.2,20.8,19,2.1284637,0.057399421,0.071371964,0.1499998,5.8,10.4,19,0
Station,stn,stn_11837,Training,CA,11,399352.7683,3797275.371,2009,3586.7,6.083,19.2,3.16,10.4,8.8,8.6,2.1284637,0.057399421,0.071371964,0.1499998,2.6,4.4,8.6,0
Station,stn,stn_11837,Training,CA,11,399352.7683,3797275.371,2009,3586.7,43.733,85.6,1.96,16,15.2,13.2,2.1284637,0.057399421,0.071371964,0.1499998,4,7.6,13.2,0
Station,stn,stn_1184,Training,CA,11,400322.7683,3809095.371,2009,3822.86,23.117,21.2,0.92,5.6,4,3.2,0.4858522,0.530929413,0.211981415,0.1500001,1.4,2,3.2,0
Station,stn,stn_1184,Training,CA,11,400322.7683,3809095.371,2009,3822.86,9.083,5.6,0.62,8.8,5.2,3.6,0.4858522,0.530929413,0.211981415,0.1500001,2.2,2.6,3.6,0
Station,stn,stn_1184,Training,CA,11,400322.7683,3809095.371,2009,3822.86,12.467,14.8,1.19,4.8,4.8,4.4,0.4858522,0.530929413,0.211981415,0.1500001,1.2,2.4,4.4,0
Station,stn,stn_1185,Training,CA,11,400517.7683,3809065.371,2009,3795.49,23.117,21.2,0.92,5.6,4,3.2,0.4096696,0.565550728,0.21501004,0.15,1.4,2,3.2,0
Station,stn,stn_1185,Training,CA,11,400517.7683,3809065.371,2009,3795.49,9.083,5.6,0.62,8.8,5.2,3.6,0.4096696,0.565550728,0.21501004,0.15,2.2,2.6,3.6,0
Station,stn,stn_1185,Training,CA,11,400517.7683,3809065.371,2009,3795.49,12.467,14.8,1.19,4.8,4.8,4.4,0.4096696,0.565550728,0.21501004,0.15,1.2,2.4,4.4,0
Station,stn,stn_11925,Training,CA,11,384682.7683,3797035.371,2009,3477.76,54.717,93,1.7,18.4,14,10.2,3.0942099,0.672739868,0.201413345,0.2353429,4.6,7,10.2,0
Station,stn,stn_11925,Training,CA,11,384682.7683,3797035.371,2009,3477.76,0,0,0,NaN,NaN,NaN,3.0942099,0.672739868,0.201413345,0.2353429,NaN,NaN,NaN,0
Station,stn,stn_11960,Training,CA,11,395132.7683,3797027.871,2009,2640.12,9.933,22,2.21,11.2,9.2,7.2,0.0330769,0.966341171,0.436217102,0.24,2.8,4.6,7.2,0
Station,stn,stn_12024,Training,CA,11,384775.2683,3796935.371,2009,3408.35,54.717,93,1.7,18.4,14,10.2,0.0391,0.372563515,0.181926178,0.24,4.6,7,10.2,0
Station,stn,stn_12024,Training,CA,11,384775.2683,3796935.371,2009,3408.35,0,0,0,NaN,NaN,NaN,0.0391,0.372563515,0.181926178,0.24,NaN,NaN,NaN,0
Station,stn,stn_12207,Training,CA,11,394872.7683,3796867.871,2009,2994.95,9.933,22,2.21,11.2,9.2,7.2,0.0444905,0.935706863,0.46669101,0.2399999,2.8,4.6,7.2,0
Station,stn,stn_12207,Training,CA,11,394872.7683,3796867.871,2009,2994.95,27.983,69.6,2.49,23.2,20.8,19,0.0444905,0.935706863,0.46669101,0.2399999,5.8,10.4,19,0
Station,stn,stn_12207,Training,CA,11,394872.7683,3796867.871,2009,2994.95,6.083,19.2,3.16,10.4,8.8,8.6,0.0444905,0.935706863,0.46669101,0.2399999,2.6,4.4,8.6,0
Station,stn,stn_12207,Training,CA,11,394872.7683,3796867.871,2009,2994.95,43.733,85.6,1.96,16,15.2,13.2,0.0444905,0.935706863,0.46669101,0.2399999,4,7.6,13.2,0
Station,stn,stn_12232,Training,CA,11,394452.7683,3796837.871,2009,3453.7,9.933,22,2.21,11.2,9.2,7.2,0.028215,0.912002335,0.495499054,0.2399999,2.8,4.6,7.2,0
Station,stn,stn_12319,Training,CA,11,394605.2683,3796782.871,2009,2950.03,23.933,51.2,2.14,19.2,15.6,12.6,0.2856364,0.943480148,0.43439505,0.24,4.8,7.8,12.6,0
Station,stn,stn_12319,Training,CA,11,394605.2683,3796782.871,2009,2950.03,14.117,42.8,3.03,16,11.6,9.8,0.2856364,0.943480148,0.43439505,0.24,4,5.8,9.8,0
Station,stn,stn_12319,Training,CA,11,394605.2683,3796782.871,2009,2950.03,38.033,42,1.1,12,8.4,6.6,0.2856364,0.943480148,0.43439505,0.24,3,4.2,6.6,0
Station,stn,stn_12527,Training,CA,11,400562.7683,3796610.371,2009,3462.61,54.717,93,1.7,18.4,14,10.2,3.8425217,0.530089912,0.433594544,0.1499999,4.6,7,10.2,0
Station,stn,stn_12527,Training,CA,11,400562.7683,3796610.371,2009,3462.61,0,0,0,NaN,NaN,NaN,3.8425217,0.530089912,0.433594544,0.1499999,NaN,NaN,NaN,0
Station,stn,stn_12726,Training,CA,11,394235.2683,3796367.871,2009,3994.8,9.933,22,2.21,11.2,9.2,7.2,0.0284286,0.745163879,0.349370087,0.24,2.8,4.6,7.2,0
Station,stn,stn_12883,Training,CA,11,384822.7683,3796225.371,2009,2632.1,0,0,0,NaN,NaN,NaN,0.4254238,0.429820175,0.116043503,0.2399999,NaN,NaN,NaN,0
Station,stn,stn_12961,Training,CA,11,394127.7683,3796230.371,2009,3935.24,9.933,22,2.21,11.2,9.2,7.2,0.0752111,0.818678513,0.372642181,0.24,2.8,4.6,7.2,0
Station,stn,stn_12963,Training,CA,11,394150.2683,3796185.371,2009,2195.91,23.933,51.2,2.14,19.2,15.6,12.6,0.0314857,0.903144836,0.350969818,0.2399999,4.8,7.8,12.6,0
Station,stn,stn_12963,Training,CA,11,394150.2683,3796185.371,2009,2195.91,14.117,42.8,3.03,16,11.6,9.8,0.0314857,0.903144836,0.350969818,0.2399999,4,5.8,9.8,0
Station,stn,stn_12963,Training,CA,11,394150.2683,3796185.371,2009,2195.91,38.033,42,1.1,12,8.4,6.6,0.0314857,0.903144836,0.350969818,0.2399999,3,4.2,6.6,0
Station,stn,stn_13011,Training,CA,11,384695.2683,3796127.871,2009,2679.04,54.717,93,1.7,18.4,14,10.2,0.0223,0.943435211,0.322001526,0.24,4.6,7,10.2,0
Station,stn,stn_13011,Training,CA,11,384695.2683,3796127.871,2009,2679.04,0,0,0,NaN,NaN,NaN,0.0223,0.943435211,0.322001526,0.24,NaN,NaN,NaN,0
Station,stn,stn_13059,Training,CA,11,384052.7683,3796170.371,2009,3333.17,54.717,93,1.7,18.4,14,10.2,1.9492319,0.52360363,0.208086533,0.2399998,4.6,7,10.2,1
Station,stn,stn_13059,Training,CA,11,384052.7683,3796170.371,2009,3333.17,0,0,0,NaN,NaN,NaN,1.9492319,0.52360363,0.208086533,0.2399998,NaN,NaN,NaN,0
Station,stn,stn_13059,Training,CA,11,384052.7683,3796170.371,2009,3333.17,23.617,81.8,3.46,20,18.4,17.6,1.9492319,0.52360363,0.208086533,0.2399998,5,9.2,17.6,1
Station,stn,stn_13059,Training,CA,11,384052.7683,3796170.371,2009,3333.17,32.6,78.4,2.4,16.8,13.6,10.4,1.9492319,0.52360363,0.208086533,0.2399998,4.2,6.8,10.4,0
Station,stn,stn_13059,Training,CA,11,384052.7683,3796170.371,2009,3333.17,31.383,75.4,2.4,41.6,28,19.4,1.9492319,0.52360363,0.208086533,0.2399998,10.4,14,19.4,1
Station,stn,stn_13084,Training,CA,11,383447.7683,3796070.371,2009,3949.12,54.717,93,1.7,18.4,14,10.2,0.0242143,0.856051407,0.286749725,0.24,4.6,7,10.2,0
Station,stn,stn_13084,Training,CA,11,383447.7683,3796070.371,2009,3949.12,0,0,0,NaN,NaN,NaN,0.0242143,0.856051407,0.286749725,0.24,NaN,NaN,NaN,0
Station,stn,stn_13095,Training,CA,11,383747.7683,3796050.371,2009,3533.54,54.717,93,1.7,18.4,14,10.2,0.02355,0.700885162,0.38109491,0.24,4.6,7,10.2,0
