Fire Name,Fire_ID,Fire_SegID,Database,State,UTM_Zone,UTM_X,UTM_Y,Year,GaugeDist_m,StormDur_H,StormAccum_mm,StormAvgI_mm/h,Peak_I15_mm/h,Peak_I30_mm/h,Peak_I60_mm/h,ContributingArea_km2,PropHM23,dNBR/1000,KF,Acc015_mm,Acc030_mm,Acc060_mm,Response
Coal Seam,cs,cs_276,Test,CO,13,297670.713,4384951.668,2002,1687.22,65,26.924,0.414215,NaN,NaN,6.096,0.0321125,0.607853584,0.582828796,0.1726508,NaN,NaN,6.096,0
Coal Seam,cs,cs_278,Test,CO,13,297744.463,4384957.918,2002,1649.7,16.5,10.16,0.615758,NaN,12.192,7.112,0.0279944,0.760519867,0.654284363,0.3528596,NaN,6.096,7.112,0
Coal Seam,cs,cs_278,Test,CO,13,297744.463,4384957.918,2002,1649.7,9,11.684,1.298222,NaN,NaN,4.826,0.0279944,0.760519867,0.654284363,0.3528596,NaN,NaN,4.826,0
Coal Seam,cs,cs_278,Test,CO,13,297744.463,4384957.918,2002,1649.7,65,26.924,0.414215,NaN,NaN,6.096,0.0279944,0.760519867,0.654284363,0.3528596,NaN,NaN,6.096,0
Coal Seam,cs,cs_292,Test,CO,13,297464.463,4384780.418,2002,1629.28,16,14.732,0.92075,NaN,23.368,11.938,0.028025,0.846495743,0.670007507,0.17,NaN,11.684,11.938,0
Coal Seam,cs,cs_292,Test,CO,13,297464.463,4384780.418,2002,1876.17,9,11.684,1.298222,NaN,NaN,4.826,0.028025,0.846495743,0.670007507,0.17,NaN,NaN,4.826,0
Coal Seam,cs,cs_292,Test,CO,13,297464.463,4384780.418,2002,1876.17,65,26.924,0.414215,NaN,NaN,6.096,0.028025,0.846495743,0.670007507,0.17,NaN,NaN,6.096,0
Coal Seam,cs,cs_293,Test,CO,13,297289.463,4384710.418,2002,1442.76,16,14.732,0.92075,NaN,23.368,11.938,0.0290706,0.916223297,0.726708862,0.17,NaN,11.684,11.938,0
Coal Seam,cs,cs_293,Test,CO,13,297289.463,4384710.418,2002,2006.75,9,11.684,1.298222,NaN,NaN,4.826,0.0290706,0.916223297,0.726708862,0.17,NaN,NaN,4.826,0
Coal Seam,cs,cs_293,Test,CO,13,297289.463,4384710.418,2002,2006.75,65,26.924,0.414215,NaN,NaN,6.096,0.0290706,0.916223297,0.726708862,0.17,NaN,NaN,6.096,0
Coal Seam,cs,cs_296,Test,CO,13,296989.463,4384682.918,2002,1194.87,16,14.732,0.92075,NaN,23.368,11.938,0.2936,0.812391281,0.64516626,0.1830775,NaN,11.684,11.938,0
Coal Seam,cs,cs_296,Test,CO,13,296989.463,4384682.918,2002,2192.75,9,11.684,1.298222,NaN,NaN,4.826,0.2936,0.812391281,0.64516626,0.1830775,NaN,NaN,4.826,0
Coal Seam,cs,cs_296,Test,CO,13,296989.463,4384682.918,2002,2192.75,65,26.924,0.414215,NaN,NaN,6.096,0.2936,0.812391281,0.64516626,0.1830775,NaN,NaN,6.096,0
Coal Seam,cs,cs_303,Test,CO,13,296901.963,4384580.418,2002,1037.21,16,14.732,0.92075,NaN,23.368,11.938,0.0341533,0.87633522,0.610812988,0.17,NaN,11.684,11.938,0
Coal Seam,cs,cs_303,Test,CO,13,296901.963,4384580.418,2002,2345.57,9,11.684,1.298222,NaN,NaN,4.826,0.0341533,0.87633522,0.610812988,0.17,NaN,NaN,4.826,0
Coal Seam,cs,cs_303,Test,CO,13,296901.963,4384580.418,2002,2345.57,65,26.924,0.414215,NaN,NaN,6.096,0.0341533,0.87633522,0.610812988,0.17,NaN,NaN,6.096,0
Coal Seam,cs,cs_306,Test,CO,13,297084.463,4384490.418,2002,1017.69,16,14.732,0.92075,NaN,23.368,11.938,0.6822435,0.729654236,0.520708374,0.1748981,NaN,11.684,11.938,0
Coal Seam,cs,cs_306,Test,CO,13,297084.463,4384490.418,2002,2389.89,9,11.684,1.298222,NaN,NaN,4.826,0.6822435,0.729654236,0.520708374,0.1748981,NaN,NaN,4.826,0
Coal Seam,cs,cs_306,Test,CO,13,297084.463,4384490.418,2002,2389.89,65,26.924,0.414215,NaN,NaN,6.096,0.6822435,0.729654236,0.520708374,0.1748981,NaN,NaN,6.096,0
Coal Seam,cs,cs_308,Test,CO,13,297094.463,4384480.418,2002,994.342997,16,14.732,0.92075,NaN,23.368,11.938,0.629432,0.918439331,0.636186951,0.1744993,NaN,11.684,11.938,0
Coal Seam,cs,cs_308,Test,CO,13,297094.463,4384480.418,2002,2406.64,9,11.684,1.298222,NaN,NaN,4.826,0.629432,0.918439331,0.636186951,0.1744993,NaN,NaN,4.826,0
Coal Seam,cs,cs_308,Test,CO,13,297094.463,4384480.418,2002,2406.64,65,26.924,0.414215,NaN,NaN,6.096,0.629432,0.918439331,0.636186951,0.1744993,NaN,NaN,6.096,0
Coal Seam,cs,cs_309,Test,CO,13,296951.963,4384417.918,2002,915.814272,16,14.732,0.92075,NaN,23.368,11.938,0.0214,0.556074753,0.552822449,0.17,NaN,11.684,11.938,0
Coal Seam,cs,cs_309,Test,CO,13,296951.963,4384417.918,2002,2465.97,9,11.684,1.298222,NaN,NaN,4.826,0.0214,0.556074753,0.552822449,0.17,NaN,NaN,4.826,0
Coal Seam,cs,cs_309,Test,CO,13,296951.963,4384417.918,2002,2465.97,65,26.924,0.414215,NaN,NaN,6.096,0.0214,0.556074753,0.552822449,0.17,NaN,NaN,6.096,0
Coal Seam,cs,cs_322,Test,CO,13,296781.963,4384285.418,2002,2256.55,16.483,8.38,0.51,23.37,11.68,5.84,0.0585,0.743796005,0.556684876,0.17,5.8425,5.84,5.84,1
Coal Seam,cs,cs_322,Test,CO,13,296781.963,4384285.418,2002,2256.55,25.25,5.08,0.2,5.08,3.05,1.78,0.0585,0.743796005,0.556684876,0.17,1.27,1.525,1.78,0
Coal Seam,cs,cs_322,Test,CO,13,296781.963,4384285.418,2002,2256.55,1.317,6.6,5.02,13.21,9.65,6.1,0.0585,0.743796005,0.556684876,0.17,3.3025,4.825,6.1,1
Coal Seam,cs,cs_322,Test,CO,13,296781.963,4384285.418,2002,2256.55,2.85,12.95,4.55,23.37,18.8,12.19,0.0585,0.743796005,0.556684876,0.17,5.8425,9.4,12.19,1
Coal Seam,cs,cs_335,Test,CO,13,296721.963,4384260.418,2002,2150.84,16.483,8.38,0.51,23.37,11.68,5.84,0.06834,0.788597565,0.614062317,0.1699999,5.8425,5.84,5.84,1
Coal Seam,cs,cs_335,Test,CO,13,296721.963,4384260.418,2002,2150.84,25.25,5.08,0.2,5.08,3.05,1.78,0.06834,0.788597565,0.614062317,0.1699999,1.27,1.525,1.78,0
Coal Seam,cs,cs_335,Test,CO,13,296721.963,4384260.418,2002,2150.84,1.317,6.6,5.02,13.21,9.65,6.1,0.06834,0.788597565,0.614062317,0.1699999,3.3025,4.825,6.1,1
Coal Seam,cs,cs_335,Test,CO,13,296721.963,4384260.418,2002,2150.84,2.85,12.95,4.55,23.37,18.8,12.19,0.06834,0.788597565,0.614062317,0.1699999,5.8425,9.4,12.19,1
Coal Seam,cs,cs_353,Test,CO,13,296531.963,4384147.918,2002,1849.88,16.483,8.38,0.51,23.37,11.68,5.84,0.0350105,0.686543579,0.519352966,0.17,5.8425,5.84,5.84,1
Coal Seam,cs,cs_353,Test,CO,13,296531.963,4384147.918,2002,1849.88,25.25,5.08,0.2,5.08,3.05,1.78,0.0350105,0.686543579,0.519352966,0.17,1.27,1.525,1.78,0
Coal Seam,cs,cs_353,Test,CO,13,296531.963,4384147.918,2002,1849.88,1.317,6.6,5.02,13.21,9.65,6.1,0.0350105,0.686543579,0.519352966,0.17,3.3025,4.825,6.1,1
Coal Seam,cs,cs_353,Test,CO,13,296531.963,4384147.918,2002,1849.88,2.85,12.95,4.55,23.37,18.8,12.19,0.0350105,0.686543579,0.519352966,0.17,5.8425,9.4,12.19,1
Coal Seam,cs,cs_372,Test,CO,13,296001.963,4384080.418,2002,855.73208,16,14.732,0.92075,NaN,23.368,11.938,0.07835,0.240839062,0.381964722,0.17,NaN,11.684,11.938,0
Coal Seam,cs,cs_372,Test,CO,13,296001.963,4384080.418,2002,1497.69,16.483,8.38,0.51,23.37,11.68,5.84,0.07835,0.240839062,0.381964722,0.17,5.8425,5.84,5.84,0
Coal Seam,cs,cs_372,Test,CO,13,296001.963,4384080.418,2002,1497.69,25.25,5.08,0.2,5.08,3.05,1.78,0.07835,0.240839062,0.381964722,0.17,1.27,1.525,1.78,0
Coal Seam,cs,cs_378,Test,CO,13,296611.963,4383920.418,2002,174.200765,16,14.732,0.92075,NaN,23.368,11.938,0.0906818,0.161401119,0.717865662,0.17,NaN,11.684,11.938,0
Coal Seam,cs,cs_378,Test,CO,13,296611.963,4383920.418,2002,1643.44,16.483,8.38,0.51,23.37,11.68,5.84,0.0906818,0.161401119,0.717865662,0.17,5.8425,5.84,5.84,0
Coal Seam,cs,cs_378,Test,CO,13,296611.963,4383920.418,2002,1643.44,25.25,5.08,0.2,5.08,3.05,1.78,0.0906818,0.161401119,0.717865662,0.17,1.27,1.525,1.78,0
Coal Seam,cs,cs_399,Test,CO,13,296064.463,4383817.918,2002,723.526413,16,14.732,0.92075,NaN,23.368,11.938,0.059025,0.344437637,0.44152002,0.17,NaN,11.684,11.938,0
Coal Seam,cs,cs_399,Test,CO,13,296064.463,4383817.918,2002,1230.37,16.483,8.38,0.51,23.37,11.68,5.84,0.059025,0.344437637,0.44152002,0.17,5.8425,5.84,5.84,0
Coal Seam,cs,cs_399,Test,CO,13,296064.463,4383817.918,2002,1230.37,25.25,5.08,0.2,5.08,3.05,1.78,0.059025,0.344437637,0.44152002,0.17,1.27,1.525,1.78,0
Coal Seam,cs,cs_401,Test,CO,13,296606.963,4383845.418,2002,197.08849,16,14.732,0.92075,NaN,23.368,11.938,0.4496318,0.086638651,0.461780945,0.1714376,NaN,11.684,11.938,0
Coal Seam,cs,cs_401,Test,CO,13,296606.963,4383845.418,2002,1572.66,16.483,8.38,0.51,23.37,11.68,5.84,0.4496318,0.086638651,0.461780945,0.1714376,5.8425,5.84,5.84,0
Coal Seam,cs,cs_401,Test,CO,13,296606.963,4383845.418,2002,1572.66,25.25,5.08,0.2,5.08,3.05,1.78,0.4496318,0.086638651,0.461780945,0.1714376,1.27,1.525,1.78,0
Coal Seam,cs,cs_430,Test,CO,13,296498.213,4383636.668,2002,265.272322,16,14.732,0.92075,NaN,23.368,11.938,1.3006077,0.117398777,0.546273438,0.1779264,NaN,11.684,11.938,0
Coal Seam,cs,cs_430,Test,CO,13,296498.213,4383636.668,2002,1376.31,16.483,8.38,0.51,23.37,11.68,5.84,1.3006077,0.117398777,0.546273438,0.1779264,5.8425,5.84,5.84,0
Coal Seam,cs,cs_430,Test,CO,13,296498.213,4383636.668,2002,1376.31,25.25,5.08,0.2,5.08,3.05,1.78,1.3006077,0.117398777,0.546273438,0.1779264,1.27,1.525,1.78,0
Coal Seam,cs,cs_431,Test,CO,13,296165.713,4383606.668,2002,662.240861,16,14.732,0.92075,NaN,23.368,11.938,2.0850599,0.622385979,0.553352356,0.192437,NaN,11.684,11.938,0
Coal Seam,cs,cs_431,Test,CO,13,296165.713,4383606.668,2002,1038.05,16.483,8.38,0.51,23.37,11.68,5.84,2.0850599,0.622385979,0.553352356,0.192437,5.8425,5.84,5.84,0
Coal Seam,cs,cs_431,Test,CO,13,296165.713,4383606.668,2002,1038.05,25.25,5.08,0.2,5.08,3.05,1.78,2.0850599,0.622385979,0.553352356,0.192437,1.27,1.525,1.78,0
Coal Seam,cs,cs_436,Test,CO,13,296089.463,4383540.418,2002,708.422832,16,14.732,0.92075,NaN,23.368,11.938,0.5661895,0.705399017,0.629884094,0.175881,NaN,11.684,11.938,0
Coal Seam,cs,cs_436,Test,CO,13,296089.463,4383540.418,2002,954.720855,16.483,8.38,0.51,23.37,11.68,5.84,0.5661895,0.705399017,0.629884094,0.175881,5.8425,5.84,5.84,0
Coal Seam,cs,cs_436,Test,CO,13,296089.463,4383540.418,2002,954.720855,25.25,5.08,0.2,5.08,3.05,1.78,0.5661895,0.705399017,0.629884094,0.175881,1.27,1.525,1.78,0
Coal Seam,cs,cs_450,Test,CO,13,296486.963,4383420.418,2002,528.418704,16,14.732,0.92075,NaN,23.368,11.938,1.0742046,0.18169241,0.623940613,0.1745758,NaN,11.684,11.938,0
Coal Seam,cs,cs_450,Test,CO,13,296486.963,4383420.418,2002,1207.89,16.483,8.38,0.51,23.37,11.68,5.84,1.0742046,0.18169241,0.623940613,0.1745758,5.8425,5.84,5.84,0
Coal Seam,cs,cs_450,Test,CO,13,296486.963,4383420.418,2002,1207.89,25.25,5.08,0.2,5.08,3.05,1.78,1.0742046,0.18169241,0.623940613,0.1745758,1.27,1.525,1.78,0
Coal Seam,cs,cs_472,Test,CO,13,296284.463,4383297.918,2002,824.92299,16,14.732,0.92075,NaN,23.368,11.938,1.9062867,0.718504562,0.640730957,0.1769435,NaN,11.684,11.938,0
Coal Seam,cs,cs_472,Test,CO,13,296284.463,4383297.918,2002,865.48368,16.483,8.38,0.51,23.37,11.68,5.84,1.9062867,0.718504562,0.640730957,0.1769435,5.8425,5.84,5.84,0
Coal Seam,cs,cs_472,Test,CO,13,296284.463,4383297.918,2002,865.48368,25.25,5.08,0.2,5.08,3.05,1.78,1.9062867,0.718504562,0.640730957,0.1769435,1.27,1.525,1.78,0
Coal Seam,cs,cs_490,Test,CO,13,296291.963,4383130.418,2002,828.880141,15.317,10.67,0.7,36.58,18.29,9.4,1.5109684,0.681281509,0.587880676,0.175462,9.145,9.145,9.4,0
Coal Seam,cs,cs_490,Test,CO,13,296291.963,4383130.418,2002,828.880141,16.483,8.38,0.51,23.37,11.68,5.84,1.5109684,0.681281509,0.587880676,0.175462,5.8425,5.84,5.84,0
Coal Seam,cs,cs_490,Test,CO,13,296291.963,4383130.418,2002,828.880141,25.25,5.08,0.2,5.08,3.05,1.78,1.5109684,0.681281509,0.587880676,0.175462,1.27,1.525,1.78,0
Coal Seam,cs,cs_543,Test,CO,13,296091.963,4382710.418,2002,558.768668,12.05,27.94,2.32,15.24,13.21,9.65,0.52456,0.587621346,0.645115173,0.1699999,3.81,6.605,9.65,0
Coal Seam,cs,cs_543,Test,CO,13,296091.963,4382710.418,2002,558.768668,15.317,10.67,0.7,36.58,18.29,9.4,0.52456,0.587621346,0.645115173,0.1699999,9.145,9.145,9.4,1
Coal Seam,cs,cs_543,Test,CO,13,296091.963,4382710.418,2002,558.768668,16.483,8.38,0.51,23.37,11.68,5.84,0.52456,0.587621346,0.645115173,0.1699999,5.8425,5.84,5.84,0
Coal Seam,cs,cs_543,Test,CO,13,296091.963,4382710.418,2002,558.768668,25.25,5.08,0.2,5.08,3.05,1.78,0.52456,0.587621346,0.645115173,0.1699999,1.27,1.525,1.78,0
Coal Seam,cs,cs_552,Test,CO,13,296176.963,4382755.418,2002,759.775027,15.317,10.67,0.7,36.58,18.29,9.4,0.04626,0.387358055,0.503541443,0.17,9.145,9.145,9.4,1
Coal Seam,cs,cs_552,Test,CO,13,296176.963,4382755.418,2002,759.775027,16.483,8.38,0.51,23.37,11.68,5.84,0.04626,0.387358055,0.503541443,0.17,5.8425,5.84,5.84,0
Coal Seam,cs,cs_552,Test,CO,13,296176.963,4382755.418,2002,759.775027,25.25,5.08,0.2,5.08,3.05,1.78,0.04626,0.387358055,0.503541443,0.17,1.27,1.525,1.78,0
Coal Seam,cs,cs_557,Test,CO,13,296004.463,4382580.418,2002,473.104463,10.667,21.59,2.02,10.16,8.13,6.35,0.027444,0.543432236,0.651393127,0.260501,2.54,4.065,6.35,0
Coal Seam,cs,cs_557,Test,CO,13,296004.463,4382580.418,2002,473.104463,14.933,9.91,0.66,33.53,17.27,8.64,0.027444,0.543432236,0.651393127,0.260501,8.3825,8.635,8.64,1
Coal Seam,cs,cs_557,Test,CO,13,296004.463,4382580.418,2002,473.104463,15.85,7.37,0.46,19.3,9.65,4.83,0.027444,0.543432236,0.651393127,0.260501,4.825,4.825,4.83,0
Coal Seam,cs,cs_557,Test,CO,13,296004.463,4382580.418,2002,473.104463,25.033,4.57,0.18,3.05,2.03,1.02,0.027444,0.543432236,0.651393127,0.260501,0.7625,1.015,1.02,0
Coal Seam,cs,cs_599,Test,CO,13,291544.463,4382432.918,2002,913.877237,2,4.064,2.032,NaN,NaN,3.302,0.6008,0.482693863,0.479534943,0.33,NaN,NaN,3.302,0
Coal Seam,cs,cs_609,Test,CO,13,296111.963,4382390.418,2002,639.868285,14.933,9.91,0.66,33.53,17.27,8.64,0.0583125,0.301870842,0.652141541,0.3223613,8.3825,8.635,8.64,0
Coal Seam,cs,cs_609,Test,CO,13,296111.963,4382390.418,2002,639.868285,15.85,7.37,0.46,19.3,9.65,4.83,0.0583125,0.301870842,0.652141541,0.3223613,4.825,4.825,4.83,0
Coal Seam,cs,cs_609,Test,CO,13,296111.963,4382390.418,2002,639.868285,25.033,4.57,0.18,3.05,2.03,1.02,0.0583125,0.301870842,0.652141541,0.3223613,0.7625,1.015,1.02,0
Coal Seam,cs,cs_623,Test,CO,13,291779.463,4382277.918,2002,566.247609,2,4.064,2.032,NaN,NaN,3.302,0.2581158,0.525882149,0.536493774,0.33,NaN,NaN,3.302,0
Coal Seam,cs,cs_635,Test,CO,13,292661.963,4382260.418,2002,703.93926,2,4.064,2.032,NaN,NaN,3.302,2.4233956,0.003136103,0.135432953,0.1862742,NaN,NaN,3.302,0
Coal Seam,cs,cs_635,Test,CO,13,292661.963,4382260.418,2002,3987.29,15.85,7.37,0.46,19.3,9.65,4.83,2.4233956,0.003136103,0.135432953,0.1862742,4.825,4.825,4.83,0
Coal Seam,cs,cs_635,Test,CO,13,292661.963,4382260.418,2002,3987.29,25.033,4.57,0.18,3.05,2.03,1.02,2.4233956,0.003136103,0.135432953,0.1862742,0.7625,1.015,1.02,0
Coal Seam,cs,cs_649,Test,CO,13,292896.963,4382080.418,2002,1000.23,2,4.064,2.032,NaN,NaN,3.302,7.4286041,0.018586514,0.199569992,0.2036364,NaN,NaN,3.302,0
Coal Seam,cs,cs_649,Test,CO,13,292896.963,4382080.418,2002,3677.62,15.85,7.37,0.46,19.3,9.65,4.83,7.4286041,0.018586514,0.199569992,0.2036364,4.825,4.825,4.83,0
Coal Seam,cs,cs_649,Test,CO,13,292896.963,4382080.418,2002,3677.62,25.033,4.57,0.18,3.05,2.03,1.02,7.4286041,0.018586514,0.199569992,0.2036364,0.7625,1.015,1.02,0
Coal Seam,cs,cs_669,Test,CO,13,293241.963,4381920.418,2002,1416.67,2,4.064,2.032,NaN,NaN,3.302,0.4841385,0.128048353,0.311480804,0.2392458,NaN,NaN,3.302,0
Coal Seam,cs,cs_669,Test,CO,13,293241.963,4381920.418,2002,3304.68,15.85,7.37,0.46,19.3,9.65,4.83,0.4841385,0.128048353,0.311480804,0.2392458,4.825,4.825,4.83,0
Coal Seam,cs,cs_669,Test,CO,13,293241.963,4381920.418,2002,3304.68,25.033,4.57,0.18,3.05,2.03,1.02,0.4841385,0.128048353,0.311480804,0.2392458,0.7625,1.015,1.02,0
Coal Seam,cs,cs_675,Test,CO,13,292721.963,4381970.418,2002,846.631408,2,4.064,2.032,NaN,NaN,3.302,0.2196818,0.522286263,0.628875305,0.33,NaN,NaN,3.302,0
Coal Seam,cs,cs_675,Test,CO,13,292721.963,4381970.418,2002,3831.19,15.85,7.37,0.46,19.3,9.65,4.83,0.2196818,0.522286263,0.628875305,0.33,4.825,4.825,4.83,0
Coal Seam,cs,cs_675,Test,CO,13,292721.963,4381970.418,2002,3831.19,25.033,4.57,0.18,3.05,2.03,1.02,0.2196818,0.522286263,0.628875305,0.33,0.7625,1.015,1.02,0
Coal Seam,cs,cs_682,Test,CO,13,293351.963,4381762.918,2002,1593.15,2,4.064,2.032,NaN,NaN,3.302,0.021,0.623837814,0.694655762,0.3300001,NaN,NaN,3.302,0
Coal Seam,cs,cs_682,Test,CO,13,293351.963,4381762.918,2002,3245.83,15.85,7.37,0.46,19.3,9.65,4.83,0.021,0.623837814,0.694655762,0.3300001,4.825,4.825,4.83,0
Coal Seam,cs,cs_682,Test,CO,13,293351.963,4381762.918,2002,3245.83,25.033,4.57,0.18,3.05,2.03,1.02,0.021,0.623837814,0.694655762,0.3300001,0.7625,1.015,1.02,0
Coal Seam,cs,cs_708,Test,CO,13,295221.963,4381955.418,2002,922.589215,14.933,9.91,0.66,33.53,17.27,8.64,0.3378478,0,0.177362747,0.2446651,8.3825,8.635,8.64,0
Coal Seam,cs,cs_708,Test,CO,13,295221.963,4381955.418,2002,922.589215,15.85,7.37,0.46,19.3,9.65,4.83,0.3378478,0,0.177362747,0.2446651,4.825,4.825,4.83,0
Coal Seam,cs,cs_708,Test,CO,13,295221.963,4381955.418,2002,922.589215,25.033,4.57,0.18,3.05,2.03,1.02,0.3378478,0,0.177362747,0.2446651,0.7625,1.015,1.02,0
Coal Seam,cs,cs_715,Test,CO,13,295676.963,4381650.418,2002,765.433192,14.933,9.91,0.66,33.53,17.27,8.64,7.0096798,0.191526909,0.406839935,0.3257576,8.3825,8.635,8.64,0
Coal Seam,cs,cs_715,Test,CO,13,295676.963,4381650.418,2002,765.433192,15.85,7.37,0.46,19.3,9.65,4.83,7.0096798,0.191526909,0.406839935,0.3257576,4.825,4.825,4.83,0
Coal Seam,cs,cs_715,Test,CO,13,295676.963,4381650.418,2002,765.433192,25.033,4.57,0.18,3.05,2.03,1.02,7.0096798,0.191526909,0.406839935,0.3257576,0.7625,1.015,1.02,0
Coal Seam,cs,cs_725,Test,CO,13,297451.963,4382460.418,2002,2142.48,16,14.732,0.92075,NaN,23.368,11.938,1.890005,0.251763153,0.443676025,0.251361,NaN,11.684,11.938,0
Coal Seam,cs,cs_725,Test,CO,13,297451.963,4382460.418,2002,2248.75,15.85,7.37,0.46,19.3,9.65,4.83,1.890005,0.251763153,0.443676025,0.251361,4.825,4.825,4.83,0
Coal Seam,cs,cs_725,Test,CO,13,297451.963,4382460.418,2002,2248.75,25.033,4.57,0.18,3.05,2.03,1.02,1.890005,0.251763153,0.443676025,0.251361,0.7625,1.015,1.02,0
Coal Seam,cs,cs_733,Test,CO,13,297814.463,4382542.918,2002,2256.36,16,14.732,0.92075,NaN,23.368,11.938,0.1176333,0.034358857,0.261087128,0.1769961,NaN,11.684,11.938,0
Coal Seam,cs,cs_733,Test,CO,13,297814.463,4382542.918,2002,2761.61,16.483,8.38,0.51,23.37,11.68,5.84,0.1176333,0.034358857,0.261087128,0.1769961,5.8425,5.84,5.84,0
Coal Seam,cs,cs_733,Test,CO,13,297814.463,4382542.918,2002,2761.61,25.25,5.08,0.2,5.08,3.05,1.78,0.1176333,0.034358857,0.261087128,0.1769961,1.27,1.525,1.78,0
Coal Seam,cs,cs_740,Test,CO,13,298031.963,4382430.418,2002,2579.51,16,14.732,0.92075,NaN,23.368,11.938,0.487235,0.157845984,0.482810272,0.173284,NaN,11.684,11.938,0
Coal Seam,cs,cs_740,Test,CO,13,298031.963,4382430.418,2002,3085.53,15.85,7.37,0.46,19.3,9.65,4.83,0.487235,0.157845984,0.482810272,0.173284,4.825,4.825,4.83,0
Coal Seam,cs,cs_740,Test,CO,13,298031.963,4382430.418,2002,3085.53,25.033,4.57,0.18,3.05,2.03,1.02,0.487235,0.157845984,0.482810272,0.173284,0.7625,1.015,1.02,0
Coal Seam,cs,cs_746,Test,CO,13,295999.463,4381742.918,2002,933.35085,14.933,9.91,0.66,33.53,17.27,8.64,0.1068909,0.074948463,0.541216126,0.3299999,8.3825,8.635,8.64,0
Coal Seam,cs,cs_746,Test,CO,13,295999.463,4381742.918,2002,933.35085,15.85,7.37,0.46,19.3,9.65,4.83,0.1068909,0.074948463,0.541216126,0.3299999,4.825,4.825,4.83,0
Coal Seam,cs,cs_746,Test,CO,13,295999.463,4381742.918,2002,933.35085,25.033,4.57,0.18,3.05,2.03,1.02,0.1068909,0.074948463,0.541216126,0.3299999,0.7625,1.015,1.02,0
Coal Seam,cs,cs_762,Test,CO,13,294731.963,4381990.418,2002,1334.28,14.933,9.91,0.66,33.53,17.27,8.64,1.95268,0.07137361,0.225529709,0.1907992,8.3825,8.635,8.64,0
Coal Seam,cs,cs_762,Test,CO,13,294731.963,4381990.418,2002,1334.28,15.85,7.37,0.46,19.3,9.65,4.83,1.95268,0.07137361,0.225529709,0.1907992,4.825,4.825,4.83,0
Coal Seam,cs,cs_762,Test,CO,13,294731.963,4381990.418,2002,1334.28,25.033,4.57,0.18,3.05,2.03,1.02,1.95268,0.07137361,0.225529709,0.1907992,0.7625,1.015,1.02,0
Coal Seam,cs,cs_777,Test,CO,13,294494.463,4381657.918,2002,1810.81,14.933,9.91,0.66,33.53,17.27,8.64,0.075215,0.358599014,0.436162933,0.33,8.3825,8.635,8.64,0
Coal Seam,cs,cs_777,Test,CO,13,294494.463,4381657.918,2002,1810.81,15.85,7.37,0.46,19.3,9.65,4.83,0.075215,0.358599014,0.436162933,0.33,4.825,4.825,4.83,0
Coal Seam,cs,cs_777,Test,CO,13,294494.463,4381657.918,2002,1810.81,25.033,4.57,0.18,3.05,2.03,1.02,0.075215,0.358599014,0.436162933,0.33,0.7625,1.015,1.02,0
Coal Seam,cs,cs_784,Test,CO,13,293651.963,4381600.418,2002,2076.74,2,4.064,2.032,NaN,NaN,3.302,0.1118647,0.040318146,0.383664215,0.3299999,NaN,NaN,3.302,0
Coal Seam,cs,cs_784,Test,CO,13,293651.963,4381600.418,2002,2811.25,15.85,7.37,0.46,19.3,9.65,4.83,0.1118647,0.040318146,0.383664215,0.3299999,4.825,4.825,4.83,0
Coal Seam,cs,cs_784,Test,CO,13,293651.963,4381600.418,2002,2811.25,25.033,4.57,0.18,3.05,2.03,1.02,0.1118647,0.040318146,0.383664215,0.3299999,0.7625,1.015,1.02,0
Coal Seam,cs,cs_789,Test,CO,13,294621.963,4381560.418,2002,1765.92,14.933,9.91,0.66,33.53,17.27,8.64,0.024,0.843207016,0.645616272,0.3300001,8.3825,8.635,8.64,0
Coal Seam,cs,cs_789,Test,CO,13,294621.963,4381560.418,2002,1765.92,15.85,7.37,0.46,19.3,9.65,4.83,0.024,0.843207016,0.645616272,0.3300001,4.825,4.825,4.83,0
Coal Seam,cs,cs_789,Test,CO,13,294621.963,4381560.418,2002,1765.92,25.033,4.57,0.18,3.05,2.03,1.02,0.024,0.843207016,0.645616272,0.3300001,0.7625,1.015,1.02,0
Coal Seam,cs,cs_795,Test,CO,13,298821.963,4382180.418,2002,3561.7,16,14.732,0.92075,NaN,23.368,11.938,1.7187001,0.028743773,0.171717636,0.2669068,NaN,11.684,11.938,0
Coal Seam,cs,cs_808,Test,CO,13,297051.963,4382560.418,2002,1636.14,16,14.732,0.92075,NaN,23.368,11.938,0.2275167,0.015384047,0.242337814,0.17035,NaN,11.684,11.938,0
Coal Seam,cs,cs_808,Test,CO,13,297051.963,4382560.418,2002,1745.82,16.483,8.38,0.51,23.37,11.68,5.84,0.2275167,0.015384047,0.242337814,0.17035,5.8425,5.84,5.84,0
Coal Seam,cs,cs_808,Test,CO,13,297051.963,4382560.418,2002,1745.82,25.25,5.08,0.2,5.08,3.05,1.78,0.2275167,0.015384047,0.242337814,0.17035,1.27,1.525,1.78,0
Coal Seam,cs,cs_813,Test,CO,13,293706.963,4381515.418,2002,2154.77,2,4.064,2.032,NaN,NaN,3.302,0.0216111,0.023334253,0.26645044,0.3300001,NaN,NaN,3.302,0
Coal Seam,cs,cs_813,Test,CO,13,293706.963,4381515.418,2002,2825.7,15.85,7.37,0.46,19.3,9.65,4.83,0.0216111,0.023334253,0.26645044,0.3300001,4.825,4.825,4.83,0
